entry,school,category,castUI,dispel,mechanic,attributes,attributesEx,attributesEx2,attributesEx3,attributesEx4,stances,stancesNot,targets,targetCreatureType,requiresSpellFocus,casterAuraState,targetAuraState,castingTimeIndex,recoveryTime,categoryRecoveryTime,interruptFlags,auraInterruptFlags,channelInterruptFlags,procFlags,procChance,procCharges,maxLevel,baseLevel,spellLevel,durationIndex,powerType,manaCost,manCostPerLevel,manaPerSecond,manaPerSecondPerLevel,rangeIndex,speed,modelNextSpell,stackAmount,totem1,totem2,reagent1,reagent2,reagent3,reagent4,reagent5,reagent6,reagent7,reagent8,reagentCount1,reagentCount2,reagentCount3,reagentCount4,reagentCount5,reagentCount6,reagentCount7,reagentCount8,equippedItemClass,equippedItemSubClassMask,equippedItemInventoryTypeMask,effect1,effect2,effect3,effectDieSides1,effectDieSides2,effectDieSides3,effectBaseDice1,effectBaseDice2,effectBaseDice3,effectDicePerLevel1,effectDicePerLevel2,effectDicePerLevel3,effectRealPointsPerLevel1,effectRealPointsPerLevel2,effectRealPointsPerLevel3,effectBasePoints1,effectBasePoints2,effectBasePoints3,effectBonusCoefficient1,effectBonusCoefficient2,effectBonusCoefficient3,effectMechanic1,effectMechanic2,effectMechanic3,effectImplicitTargetA1,effectImplicitTargetA2,effectImplicitTargetA3,effectImplicitTargetB1,effectImplicitTargetB2,effectImplicitTargetB3,effectRadiusIndex1,effectRadiusIndex2,effectRadiusIndex3,effectApplyAuraName1,effectApplyAuraName2,effectApplyAuraName3,effectAmplitude1,effectAmplitude2,effectAmplitude3,effectMultipleValue1,effectMultipleValue2,effectMultipleValue3,effectChainTarget1,effectChainTarget2,effectChainTarget3,effectItemType1,effectItemType2,effectItemType3,effectMiscValue1,effectMiscValue2,effectMiscValue3,effectTriggerSpell1,effectTriggerSpell2,effectTriggerSpell3,effectPointsPerComboPoint1,effectPointsPerComboPoint2,effectPointsPerComboPoint3,spellVisual1,spellVisual2,spellIconId,activeIconId,spellPriority,name,nameFlags,nameSubtext,nameSubtextFlags,description,descriptionFlags,auraDescription,auraDescriptionFlags,manaCostPercentage,startRecoveryCategory,startRecoveryTime,minTargetLevel,maxTargetLevel,spellFamilyName,spellFamilyFlags,maxAffectedTargets,dmgClass,preventionType,stanceBarOrder,dmgMultiplier1,dmgMultiplier2,dmgMultiplier3,minFactionId,minReputation,requiredAuraVision,customFlags
58129,0,0,0,0,0,-1610612736,2048,0,475136,0,0,0,0,0,0,0,0,1,0,0,0,524288,0,0,101,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,688,0,0,Earthen Bulwark,4128894,Rank 2,4128892,,4128892,Absorbs damage.,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58130,0,0,0,0,0,-1610612736,2048,0,475136,0,0,0,0,0,0,0,0,1,0,0,0,524288,0,0,101,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,688,0,0,Earthen Bulwark,4128894,Rank 3,4128892,,4128892,Absorbs damage.,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,124,64,64,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,58132,58133,0,0,0,0,0,1540,0,0,Broken Will,4128894,,4128844,"Throws a chain at the target, pulling them toward you and reducing their movement speed by $58132s1% for $58132d. If the target cannot be pulled, they are instead immobilized for $58133d.",4128894,,4128844,0,133,1500,0,0,0,0,0,0,2,-1,1,1,1,0,0,0,0
58132,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-71,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,0,1540,0,0,Broken Will,4128894,Snare,4128892,,8323196,Reduces movement speed by $s1%.,4128892,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58133,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,35,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,0,1540,0,0,Broken Will,8323198,Root,4128892,,4128894,Immobilized.,4128894,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58134,5,0,0,0,0,0,0,0,536870912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173555,0,6,9,0,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0,0,-1,-1,0,0,0,1,6,0,0,0,0,0,0,0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,313,0,0,Gluttony's Avarice,4128894,,4128876,"Feasts on the target, stealing life equal to $s2% of maximum health and increasing health by $s1% for $d. Stacks up to $u times.",4128876,Increases maximum health by $s1%.,4128894,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
58135,1,0,0,1,0,327680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,2,6,51,26,1,1,1,1,0,0,0,0,0,0,349,174,0,0,-1,-1,0,0,12,6,6,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,1871,0,0,Pysan's Wrath,4128894,,4128894,"Burns the target with righteous fire, dealing $s1 Holy damage and triggering Paladin seals. Undead and Demons take an additional $s2 Holy damage and are stunned for $d.",4128894,Stunned.,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
58136,5,0,0,1,0,0,2048,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Shadow Weaving,4128894,Self,4128894,,4128892,Shadow spells apply a vulnerability to Shadow damage. ,4128894,0,0,0,0,0,6,67108864,0,1,0,-1,1,1,1,0,0,0,0
58137,0,0,0,0,0,65536,136,0,512,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,64,0,41,1,0,1,1,0,0,0,0,0,0,0,199,24,0,0,-1,-1,0,0,0,22,0,0,15,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58138,0,0,0,0,121,0,1562,0,0,Wild Thrash,4128894,,4128894,"Wildly lashes out at enemies within $a1 yards, dealing $s1 Physical damage and damaging you for $s2% of total damage dealt.",4128894,,4128892,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58138,0,0,0,0,0,0,0,536870912,570621952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,1562,0,50,Reckless Thrash,4128894,,4128894,,4128894,,4128892,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58139,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65536,5,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58140,0,0,0,0,0,0,0,1,0,0,Reclaimed Power Passive,16712190,,16712190,"Your direct harmful spells have a $h% chance to cause the crown to reclaim its power, reducing your damage done by magical spells and effects by up to $58140s1 for $58140d.",16712190,,16712190,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
58140,5,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-51,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,502,0,0,Reclaimed Power,4128894,,8323196,,4128894,Reduces damage done by magical spells and effects by up to $s1.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58141,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1048576,100,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,Earthen Attunement Passive,4128894,,8323198,"Taking magical damage attunes you to its school, reducing damage taken from that school by $58142s1% and increasing damage taken from another school by $58142s2% for $58142d. This effect can only occur once every 20 sec.",4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58142,4,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-4,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,2513,0,0,Attunement of Granite,4128894,Frost,8323196,,4128894,Reduces Frost damage taken by $s1% and increases Nature damage taken by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58143,2,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-4,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,2514,0,0,Attunement of Slate,4128894,Fire,8323196,,4128894,Reduces Fire damage taken by $s1% and increases Arcane damage taken by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58144,5,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-4,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,2515,0,0,Attunement of Basalt,4128894,Shadow,8323196,,4128894,Reduces Shadow damage taken by $s1% and increases Fire damage taken by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58145,3,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-4,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,2516,0,0,Attunement of Quartz,4128894,Nature,8323196,,4128894,Reduces Nature damage taken by $s1% and increases Shadow damage taken by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58146,6,0,0,0,0,536870912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-4,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,0,0,0,0,2517,0,0,Attunement of Marble,4128894,Arcane,8323196,,4128894,Reduces Arcane damage taken by $s1% and increases Frost damage taken by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58147,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,9,9,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,1,0,0,Heightened Vitality Passive,4128894,,4128892,Increases healing taken by $s1% but also increases threat generated by spells and attacks by $s2%.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58148,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139944,3,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58149,0,0,0,0,0,0,0,1,0,0,Unyielding Determination Passive,4128894,,4128892,Taking damage has a $h% chance to increase your armor by $58149s1 and healing taken by $58149s2% for $58149d.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,999,14,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,22,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,0,0,0,0,0,0,0,0,2363,0,0,Unyielding Determination,4128894,,4128892,,4128894,Increases armor by $s1 and healing taken by $s2%.,4128894,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58150,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139944,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58151,0,0,0,0,0,0,0,1,0,0,Mounting Protection Passive,4128894,,4128892,"Blocking, dodging, or parrying an attack increases your Stamina by $58151s1 and your Defense by $58151s2 for $58151d, stacking up to $58151u times.",4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,8,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,9,4,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,2196,0,0,Mounting Protection,4128894,,4128892,,4128894,Increases Stamina by $s1 and Defense by $s2.,4128894,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,56,0,0,1,0,0,0,0,0,0,0,0,224,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,117,0,0,Shock,8323198,,4128892,"Instantly throws a bolt of lightning at an enemy, inflicting Nature damage.",4128894,,4128892,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
58153,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,340,10,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58154,0,0,0,0,0,0,0,1,0,50,Hippogryph Spirit Passive,4128894,,4128894,"Your melee and ranged critical strikes have a $h% chance to call forth a Hippogryph Spirit to fight alongside you for $58155d. While present, it increases your physical critical damage bonus by $58155s1% and Agility by $58155s2%.",4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,61,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,174,0,0,Hippogryph Spirit,4128894,,4128892,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,10,10,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,119,119,0,1,1,0,1,1,0,0,0,0,0,0,0,9,9,0,0,-1,-1,0,0,0,1,1,0,0,0,0,12,12,0,163,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,174,0,0,Hippogryph's Blessing,4128894,,4128894,,4128892,Increases physical critical damage bonus by $s1% and Agility by $s2%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
58156,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58157,0,0,0,0,0,0,0,1,0,0,Ursine Restoration Passive,16712190,,16712190,"Your successful melee attacks have a chance to restore $/10;58157s1 Rage, $58157s2 Energy, or $58157s3 Mana.",16712190,,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,30,30,30,1,1,1,1,1,1,0,0,0,0,0,0,19,3,29,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,833,0,1559,0,0,Ursine Restoration,16712190,,16712190,,16712190,,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58158,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58159,0,0,0,0,0,0,0,1,0,0,Brooding Rage Passive,16712190,,16712190,"Your melee critical strikes grant a stack of Brooding Rage. At $58159u stacks, you bellow a mighty roar, increasing physical damage done by $58160s1 and Strength by $58160s2 for $58160d.",16712190,,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,64,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58160,0,0,0,0,0,0,960,0,0,Brooding Rage,16712190,,16712190,,16712190,Seething rage builds with each melee critical strike.,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,24,24,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,748,0,957,0,0,Enraged Roar,16712190,,16712190,,16712190,Increases physical damage done by $s1 and Strength by $s2.,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58161,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16384,8,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58162,0,0,0,0,0,0,0,1,0,0,Imparted Wisdom Passive,16712190,,16712190,"Your direct healing spells have a $h% chance to revitalize the target, increasing their Strength, Intellect, and Stamina by $58162s1 for $58162d.",16712190,,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,29,29,29,0,-1,-1,0,0,0,21,21,21,0,0,0,0,0,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5200,0,1499,0,0,Imparted Wisdom,16712190,,16712190,,16712190,"Increases Strength, Intellect, and Stamina by $s1.",16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58163,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16384,8,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58164,0,0,0,0,0,0,0,1,0,0,Tranquility of the Deer Passive,16712190,,16712190,"Your helpful spells have a $h% chance to imbue you with natural wisdom, allowing $58164s1% of your mana regeneration to continue while casting for $58164d.",16712190,,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
58164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,0,0,Tranquility of the Deer,16712190,,16712190,,16712190,Allows $s1% of mana regeneration to continue while casting.,16712190,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
